took,timed_out,total,successful,skipped,failed,total,max_score,_index,_type,_id,_score,domain
,,,,,,,,seed_target,_doc,19657,1.1985196,brotherspowersports.com
,,,,,,,,seed_target,_doc,19803,1.1985196,empire-cycle.com
,,,,,,,,seed_target,_doc,19621,1.1985196,friendlyyamaha.com
,,,,,,,,seed_target,_doc,19678,1.1985196,allsportinc.com
,,,,,,,,seed_target,_doc,19689,1.1985196,southvalleymotorsports.com
,,,,,,,,seed_target,_doc,19648,1.1985196,midwestmotorsportsonline.com
,,,,,,,,seed_target,_doc,19809,1.1985196,louispowersports.com
,,,,,,,,seed_target,_doc,19679,1.1985196,tommysmotorsportscrossville.com
,,,,,,,,seed_target,_doc,19995,1.1985196,61marine.com
,,,,,,,,seed_target,_doc,19912,1.1985196,vetesnik.com
,,,,,,,,seed_target,_doc,19802,1.1985196,familypowersports.com
,,,,,,,,seed_target,_doc,19808,1.1985196,ftworthmotorsports.com
,,,,,,,,seed_target,_doc,19712,1.1985196,mhpsmccall.com
,,,,,,,,seed_target,_doc,19692,1.1985196,tacomamotorsports.com
,,,,,,,,seed_target,_doc,19731,1.1985196,ironmtpowersports.com
,,,,,,,,seed_target,_doc,19659,1.1985196,evolutionpowersports.com
,,,,,,,,seed_target,_doc,19726,1.1985196,sunsportscycle.com
,,,,,,,,seed_target,_doc,20009,1.1818408,COWBOYPOWERSPORTS.com
,,,,,,,,seed_target,_doc,19616,1.1818408,xtrememachines.us
,,,,,,,,seed_target,_doc,20023,1.1818408,jetskiofmiami.com
,,,,,,,,seed_target,_doc,19795,1.1818408,hondaofriverhead.com
,,,,,,,,seed_target,_doc,20011,1.1818408,sporthonda.net
,,,,,,,,seed_target,_doc,19817,1.1818408,familypowersports.com
,,,,,,,,seed_target,_doc,19598,1.1818408,hinshawsmotorcyclestore.com
,,,,,,,,seed_target,_doc,41231,1.1818408,www.longlevelmarina.com
,,,,,,,,seed_target,_doc,41228,1.1818408,www.carolinacoach.com
,,,,,,,,seed_target,_doc,37935,1.1818408,naults.com
,,,,,,,,seed_target,_doc,37924,1.1818408,shakeandbakemotorsports.com
